,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
PATT0002952,True,,,True,True,,True,,,True,,,True
PATT0002953,True,,,True,True,,True,,,,True,True,
PATT0002954,True,,,True,True,,True,,,,True,,True
PATT0002955,True,,,True,True,,True,,,,,True,True
PATT0002956,True,,,True,True,,,True,True,True,,,
PATT0002957,True,,,True,True,,,True,True,,True,,
PATT0002958,True,,,True,True,,,True,True,,,True,
PATT0002959,True,,,True,True,,,True,True,,,,True
PATT0002960,True,,,True,True,,,True,,True,True,,
PATT0002961,True,,,True,True,,,True,,True,,True,
PATT0002962,True,,,True,True,,,True,,True,,,True
PATT0002963,True,,,True,True,,,True,,,True,True,
PATT0002964,True,,,True,True,,,True,,,True,,True
PATT0002965,True,,,True,True,,,True,,,,True,True
PATT0002966,True,,,True,True,,,,True,True,True,,
PATT0002967,True,,,True,True,,,,True,True,,True,
PATT0002968,True,,,True,True,,,,True,True,,,True
PATT0002969,True,,,True,True,,,,True,,True,True,
PATT0002970,True,,,True,True,,,,True,,True,,True
PATT0002971,True,,,True,True,,,,True,,,True,True
PATT0002972,True,,,True,True,,,,,True,True,True,
PATT0002973,True,,,True,True,,,,,True,True,,True
PATT0002974,True,,,True,True,,,,,True,,True,True
PATT0002975,True,,,True,True,,,,,,True,True,True
PATT0002976,True,,,True,,True,True,True,True,,,,
PATT0002977,True,,,True,,True,True,True,,True,,,
PATT0002978,True,,,True,,True,True,True,,,True,,
PATT0002979,True,,,True,,True,True,True,,,,True,
PATT0002980,True,,,True,,True,True,True,,,,,True
PATT0002981,True,,,True,,True,True,,True,True,,,
PATT0002982,True,,,True,,True,True,,True,,True,,
PATT0002983,True,,,True,,True,True,,True,,,True,
PATT0002984,True,,,True,,True,True,,True,,,,True
PATT0002985,True,,,True,,True,True,,,True,True,,
PATT0002986,True,,,True,,True,True,,,True,,True,
PATT0002987,True,,,True,,True,True,,,True,,,True
PATT0002988,True,,,True,,True,True,,,,True,True,
PATT0002989,True,,,True,,True,True,,,,True,,True
PATT0002990,True,,,True,,True,True,,,,,True,True
PATT0002991,True,,,True,,True,,True,True,True,,,
PATT0002992,True,,,True,,True,,True,True,,True,,
PATT0002993,True,,,True,,True,,True,True,,,True,
PATT0002994,True,,,True,,True,,True,True,,,,True
PATT0002995,True,,,True,,True,,True,,True,True,,
PATT0002996,True,,,True,,True,,True,,True,,True,
PATT0002997,True,,,True,,True,,True,,True,,,True
PATT0002998,True,,,True,,True,,True,,,True,True,
PATT0002999,True,,,True,,True,,True,,,True,,True
PATT0003000,True,,,True,,True,,True,,,,True,True
PATT0003001,True,,,True,,True,,,True,True,True,,
PATT0003002,True,,,True,,True,,,True,True,,True,
PATT0003003,True,,,True,,True,,,True,True,,,True
PATT0003004,True,,,True,,True,,,True,,True,True,
PATT0003005,True,,,True,,True,,,True,,True,,True
PATT0003006,True,,,True,,True,,,True,,,True,True
PATT0003007,True,,,True,,True,,,,True,True,True,
PATT0003008,True,,,True,,True,,,,True,True,,True
PATT0003009,True,,,True,,True,,,,True,,True,True
PATT0003010,True,,,True,,True,,,,,True,True,True
PATT0003011,True,,,True,,,True,True,True,True,,,
PATT0003012,True,,,True,,,True,True,True,,True,,
PATT0003013,True,,,True,,,True,True,True,,,True,
PATT0003014,True,,,True,,,True,True,True,,,,True
PATT0003015,True,,,True,,,True,True,,True,True,,
PATT0003016,True,,,True,,,True,True,,True,,True,
PATT0003017,True,,,True,,,True,True,,True,,,True
PATT0003018,True,,,True,,,True,True,,,True,True,
PATT0003019,True,,,True,,,True,True,,,True,,True
PATT0003020,True,,,True,,,True,True,,,,True,True
PATT0003021,True,,,True,,,True,,True,True,True,,
PATT0003022,True,,,True,,,True,,True,True,,True,
PATT0003023,True,,,True,,,True,,True,True,,,True
PATT0003024,True,,,True,,,True,,True,,True,True,
PATT0003025,True,,,True,,,True,,True,,True,,True
PATT0003026,True,,,True,,,True,,True,,,True,True
PATT0003027,True,,,True,,,True,,,True,True,True,
PATT0003028,True,,,True,,,True,,,True,True,,True
PATT0003029,True,,,True,,,True,,,True,,True,True
PATT0003030,True,,,True,,,True,,,,True,True,True
PATT0003031,True,,,True,,,,True,True,True,True,,
PATT0003032,True,,,True,,,,True,True,True,,True,
PATT0003033,True,,,True,,,,True,True,True,,,True
PATT0003034,True,,,True,,,,True,True,,True,True,
PATT0003035,True,,,True,,,,True,True,,True,,True
PATT0003036,True,,,True,,,,True,True,,,True,True
PATT0003037,True,,,True,,,,True,,True,True,True,
PATT0003038,True,,,True,,,,True,,True,True,,True
PATT0003039,True,,,True,,,,True,,True,,True,True
PATT0003040,True,,,True,,,,True,,,True,True,True
PATT0003041,True,,,True,,,,,True,True,True,True,
PATT0003042,True,,,True,,,,,True,True,True,,True
PATT0003043,True,,,True,,,,,True,True,,True,True
PATT0003044,True,,,True,,,,,True,,True,True,True
PATT0003045,True,,,True,,,,,,True,True,True,True
PATT0003046,True,,,,True,True,True,True,True,,,,
PATT0003047,True,,,,True,True,True,True,,True,,,
PATT0003048,True,,,,True,True,True,True,,,True,,
PATT0003049,True,,,,True,True,True,True,,,,True,
PATT0003050,True,,,,True,True,True,True,,,,,True
PATT0003051,True,,,,True,True,True,,True,True,,,
PATT0003052,True,,,,True,True,True,,True,,True,,
PATT0003053,True,,,,True,True,True,,True,,,True,
PATT0003054,True,,,,True,True,True,,True,,,,True
PATT0003055,True,,,,True,True,True,,,True,True,,
PATT0003056,True,,,,True,True,True,,,True,,True,
PATT0003057,True,,,,True,True,True,,,True,,,True
PATT0003058,True,,,,True,True,True,,,,True,True,
PATT0003059,True,,,,True,True,True,,,,True,,True
PATT0003060,True,,,,True,True,True,,,,,True,True
PATT0003061,True,,,,True,True,,True,True,True,,,
PATT0003062,True,,,,True,True,,True,True,,True,,
PATT0003063,True,,,,True,True,,True,True,,,True,
PATT0003064,True,,,,True,True,,True,True,,,,True
PATT0003065,True,,,,True,True,,True,,True,True,,
PATT0003066,True,,,,True,True,,True,,True,,True,
PATT0003067,True,,,,True,True,,True,,True,,,True
PATT0003068,True,,,,True,True,,True,,,True,True,
PATT0003069,True,,,,True,True,,True,,,True,,True
PATT0003070,True,,,,True,True,,True,,,,True,True
PATT0003071,True,,,,True,True,,,True,True,True,,
PATT0003072,True,,,,True,True,,,True,True,,True,
PATT0003073,True,,,,True,True,,,True,True,,,True
PATT0003074,True,,,,True,True,,,True,,True,True,
PATT0003075,True,,,,True,True,,,True,,True,,True
PATT0003076,True,,,,True,True,,,True,,,True,True
PATT0003077,True,,,,True,True,,,,True,True,True,
PATT0003078,True,,,,True,True,,,,True,True,,True
PATT0003079,True,,,,True,True,,,,True,,True,True
PATT0003080,True,,,,True,True,,,,,True,True,True
PATT0003081,True,,,,True,,True,True,True,True,,,
PATT0003082,True,,,,True,,True,True,True,,True,,
PATT0003083,True,,,,True,,True,True,True,,,True,
PATT0003084,True,,,,True,,True,True,True,,,,True
PATT0003085,True,,,,True,,True,True,,True,True,,
PATT0003086,True,,,,True,,True,True,,True,,True,
PATT0003087,True,,,,True,,True,True,,True,,,True
PATT0003088,True,,,,True,,True,True,,,True,True,
PATT0003089,True,,,,True,,True,True,,,True,,True
PATT0003090,True,,,,True,,True,True,,,,True,True
PATT0003091,True,,,,True,,True,,True,True,True,,
PATT0003092,True,,,,True,,True,,True,True,,True,
PATT0003093,True,,,,True,,True,,True,True,,,True
PATT0003094,True,,,,True,,True,,True,,True,True,
PATT0003095,True,,,,True,,True,,True,,True,,True
PATT0003096,True,,,,True,,True,,True,,,True,True
PATT0003097,True,,,,True,,True,,,True,True,True,
PATT0003098,True,,,,True,,True,,,True,True,,True
PATT0003099,True,,,,True,,True,,,True,,True,True
PATT0003100,True,,,,True,,True,,,,True,True,True
PATT0003101,True,,,,True,,,True,True,True,True,,
PATT0003102,True,,,,True,,,True,True,True,,True,
PATT0003103,True,,,,True,,,True,True,True,,,True
PATT0003104,True,,,,True,,,True,True,,True,True,
PATT0003105,True,,,,True,,,True,True,,True,,True
PATT0003106,True,,,,True,,,True,True,,,True,True
PATT0003107,True,,,,True,,,True,,True,True,True,
PATT0003108,True,,,,True,,,True,,True,True,,True
PATT0003109,True,,,,True,,,True,,True,,True,True
PATT0003110,True,,,,True,,,True,,,True,True,True
PATT0003111,True,,,,True,,,,True,True,True,True,
PATT0003112,True,,,,True,,,,True,True,True,,True
PATT0003113,True,,,,True,,,,True,True,,True,True
PATT0003114,True,,,,True,,,,True,,True,True,True
PATT0003115,True,,,,True,,,,,True,True,True,True
PATT0003116,True,,,,,True,True,True,True,True,,,
PATT0003117,True,,,,,True,True,True,True,,True,,
PATT0003118,True,,,,,True,True,True,True,,,True,
PATT0003119,True,,,,,True,True,True,True,,,,True
PATT0003120,True,,,,,True,True,True,,True,True,,
PATT0003121,True,,,,,True,True,True,,True,,True,
PATT0003122,True,,,,,True,True,True,,True,,,True
PATT0003123,True,,,,,True,True,True,,,True,True,
PATT0003124,True,,,,,True,True,True,,,True,,True
PATT0003125,True,,,,,True,True,True,,,,True,True
PATT0003126,True,,,,,True,True,,True,True,True,,
PATT0003127,True,,,,,True,True,,True,True,,True,
PATT0003128,True,,,,,True,True,,True,True,,,True
PATT0003129,True,,,,,True,True,,True,,True,True,
PATT0003130,True,,,,,True,True,,True,,True,,True
PATT0003131,True,,,,,True,True,,True,,,True,True
PATT0003132,True,,,,,True,True,,,True,True,True,
PATT0003133,True,,,,,True,True,,,True,True,,True
PATT0003134,True,,,,,True,True,,,True,,True,True
PATT0003135,True,,,,,True,True,,,,True,True,True
PATT0003136,True,,,,,True,,True,True,True,True,,
PATT0003137,True,,,,,True,,True,True,True,,True,
PATT0003138,True,,,,,True,,True,True,True,,,True
PATT0003139,True,,,,,True,,True,True,,True,True,
PATT0003140,True,,,,,True,,True,True,,True,,True
PATT0003141,True,,,,,True,,True,True,,,True,True
PATT0003142,True,,,,,True,,True,,True,True,True,
PATT0003143,True,,,,,True,,True,,True,True,,True
PATT0003144,True,,,,,True,,True,,True,,True,True
PATT0003145,True,,,,,True,,True,,,True,True,True
PATT0003146,True,,,,,True,,,True,True,True,True,
PATT0003147,True,,,,,True,,,True,True,True,,True
PATT0003148,True,,,,,True,,,True,True,,True,True
PATT0003149,True,,,,,True,,,True,,True,True,True
PATT0003150,True,,,,,True,,,,True,True,True,True
PATT0003151,True,,,,,,True,True,True,True,True,,
PATT0003152,True,,,,,,True,True,True,True,,True,
PATT0003153,True,,,,,,True,True,True,True,,,True
PATT0003154,True,,,,,,True,True,True,,True,True,
PATT0003155,True,,,,,,True,True,True,,True,,True
PATT0003156,True,,,,,,True,True,True,,,True,True
PATT0003157,True,,,,,,True,True,,True,True,True,
PATT0003158,True,,,,,,True,True,,True,True,,True
PATT0003159,True,,,,,,True,True,,True,,True,True
PATT0003160,True,,,,,,True,True,,,True,True,True
PATT0003161,True,,,,,,True,,True,True,True,True,
PATT0003162,True,,,,,,True,,True,True,True,,True
PATT0003163,True,,,,,,True,,True,True,,True,True
PATT0003164,True,,,,,,True,,True,,True,True,True
PATT0003165,True,,,,,,True,,,True,True,True,True
PATT0003166,True,,,,,,,True,True,True,True,True,
PATT0003167,True,,,,,,,True,True,True,True,,True
PATT0003168,True,,,,,,,True,True,True,,True,True
PATT0003169,True,,,,,,,True,True,,True,True,True
PATT0003170,True,,,,,,,True,,True,True,True,True
PATT0003171,True,,,,,,,,True,True,True,True,True
PATT0003172,,True,True,True,True,True,True,,,,,,
PATT0003173,,True,True,True,True,True,,True,,,,,
PATT0003174,,True,True,True,True,True,,,True,,,,
PATT0003175,,True,True,True,True,True,,,,True,,,
PATT0003176,,True,True,True,True,True,,,,,True,,
PATT0003177,,True,True,True,True,True,,,,,,True,
PATT0003178,,True,True,True,True,True,,,,,,,True
PATT0003179,,True,True,True,True,,True,True,,,,,
PATT0003180,,True,True,True,True,,True,,True,,,,
PATT0003181,,True,True,True,True,,True,,,True,,,
PATT0003182,,True,True,True,True,,True,,,,True,,
PATT0003183,,True,True,True,True,,True,,,,,True,
PATT0003184,,True,True,True,True,,True,,,,,,True
PATT0003185,,True,True,True,True,,,True,True,,,,
PATT0003186,,True,True,True,True,,,True,,True,,,
PATT0003187,,True,True,True,True,,,True,,,True,,
PATT0003188,,True,True,True,True,,,True,,,,True,
PATT0003189,,True,True,True,True,,,True,,,,,True
PATT0003190,,True,True,True,True,,,,True,True,,,
PATT0003191,,True,True,True,True,,,,True,,True,,
PATT0003192,,True,True,True,True,,,,True,,,True,
PATT0003193,,True,True,True,True,,,,True,,,,True
PATT0003194,,True,True,True,True,,,,,True,True,,
PATT0003195,,True,True,True,True,,,,,True,,True,
PATT0003196,,True,True,True,True,,,,,True,,,True
PATT0003197,,True,True,True,True,,,,,,True,True,
PATT0003198,,True,True,True,True,,,,,,True,,True
PATT0003199,,True,True,True,True,,,,,,,True,True
PATT0003200,,True,True,True,,True,True,True,,,,,
PATT0003201,,True,True,True,,True,True,,True,,,,
PATT0003202,,True,True,True,,True,True,,,True,,,
PATT0003203,,True,True,True,,True,True,,,,True,,
PATT0003204,,True,True,True,,True,True,,,,,True,
PATT0003205,,True,True,True,,True,True,,,,,,True
PATT0003206,,True,True,True,,True,,True,True,,,,
PATT0003207,,True,True,True,,True,,True,,True,,,
PATT0003208,,True,True,True,,True,,True,,,True,,
PATT0003209,,True,True,True,,True,,True,,,,True,
PATT0003210,,True,True,True,,True,,True,,,,,True
PATT0003211,,True,True,True,,True,,,True,True,,,
PATT0003212,,True,True,True,,True,,,True,,True,,
PATT0003213,,True,True,True,,True,,,True,,,True,
PATT0003214,,True,True,True,,True,,,True,,,,True
PATT0003215,,True,True,True,,True,,,,True,True,,
PATT0003216,,True,True,True,,True,,,,True,,True,
PATT0003217,,True,True,True,,True,,,,True,,,True
PATT0003218,,True,True,True,,True,,,,,True,True,
PATT0003219,,True,True,True,,True,,,,,True,,True
PATT0003220,,True,True,True,,True,,,,,,True,True
PATT0003221,,True,True,True,,,True,True,True,,,,
PATT0003222,,True,True,True,,,True,True,,True,,,
PATT0003223,,True,True,True,,,True,True,,,True,,
PATT0003224,,True,True,True,,,True,True,,,,True,
PATT0003225,,True,True,True,,,True,True,,,,,True
PATT0003226,,True,True,True,,,True,,True,True,,,
PATT0003227,,True,True,True,,,True,,True,,True,,
PATT0003228,,True,True,True,,,True,,True,,,True,
PATT0003229,,True,True,True,,,True,,True,,,,True
PATT0003230,,True,True,True,,,True,,,True,True,,
PATT0003231,,True,True,True,,,True,,,True,,True,
PATT0003232,,True,True,True,,,True,,,True,,,True
PATT0003233,,True,True,True,,,True,,,,True,True,
PATT0003234,,True,True,True,,,True,,,,True,,True
PATT0003235,,True,True,True,,,True,,,,,True,True
PATT0003236,,True,True,True,,,,True,True,True,,,
PATT0003237,,True,True,True,,,,True,True,,True,,
PATT0003238,,True,True,True,,,,True,True,,,True,
PATT0003239,,True,True,True,,,,True,True,,,,True
PATT0003240,,True,True,True,,,,True,,True,True,,
PATT0003241,,True,True,True,,,,True,,True,,True,
PATT0003242,,True,True,True,,,,True,,True,,,True
PATT0003243,,True,True,True,,,,True,,,True,True,
PATT0003244,,True,True,True,,,,True,,,True,,True
PATT0003245,,True,True,True,,,,True,,,,True,True
PATT0003246,,True,True,True,,,,,True,True,True,,
PATT0003247,,True,True,True,,,,,True,True,,True,
PATT0003248,,True,True,True,,,,,True,True,,,True
PATT0003249,,True,True,True,,,,,True,,True,True,
PATT0003250,,True,True,True,,,,,True,,True,,True
PATT0003251,,True,True,True,,,,,True,,,True,True
PATT0003252,,True,True,True,,,,,,True,True,True,
PATT0003253,,True,True,True,,,,,,True,True,,True
PATT0003254,,True,True,True,,,,,,True,,True,True
PATT0003255,,True,True,True,,,,,,,True,True,True
PATT0003256,,True,True,,True,True,True,True,,,,,
PATT0003257,,True,True,,True,True,True,,True,,,,
PATT0003258,,True,True,,True,True,True,,,True,,,
PATT0003259,,True,True,,True,True,True,,,,True,,
PATT0003260,,True,True,,True,True,True,,,,,True,
PATT0003261,,True,True,,True,True,True,,,,,,True
PATT0003262,,True,True,,True,True,,True,True,,,,
PATT0003263,,True,True,,True,True,,True,,True,,,
PATT0003264,,True,True,,True,True,,True,,,True,,
PATT0003265,,True,True,,True,True,,True,,,,True,
PATT0003266,,True,True,,True,True,,True,,,,,True
PATT0003267,,True,True,,True,True,,,True,True,,,
PATT0003268,,True,True,,True,True,,,True,,True,,
PATT0003269,,True,True,,True,True,,,True,,,True,
PATT0003270,,True,True,,True,True,,,True,,,,True
PATT0003271,,True,True,,True,True,,,,True,True,,
PATT0003272,,True,True,,True,True,,,,True,,True,
PATT0003273,,True,True,,True,True,,,,True,,,True
PATT0003274,,True,True,,True,True,,,,,True,True,
PATT0003275,,True,True,,True,True,,,,,True,,True
PATT0003276,,True,True,,True,True,,,,,,True,True
PATT0003277,,True,True,,True,,True,True,True,,,,
PATT0003278,,True,True,,True,,True,True,,True,,,
PATT0003279,,True,True,,True,,True,True,,,True,,
PATT0003280,,True,True,,True,,True,True,,,,True,
PATT0003281,,True,True,,True,,True,True,,,,,True
PATT0003282,,True,True,,True,,True,,True,True,,,
PATT0003283,,True,True,,True,,True,,True,,True,,
PATT0003284,,True,True,,True,,True,,True,,,True,
PATT0003285,,True,True,,True,,True,,True,,,,True
PATT0003286,,True,True,,True,,True,,,True,True,,
PATT0003287,,True,True,,True,,True,,,True,,True,
PATT0003288,,True,True,,True,,True,,,True,,,True
PATT0003289,,True,True,,True,,True,,,,True,True,
PATT0003290,,True,True,,True,,True,,,,True,,True
PATT0003291,,True,True,,True,,True,,,,,True,True
PATT0003292,,True,True,,True,,,True,True,True,,,
PATT0003293,,True,True,,True,,,True,True,,True,,
PATT0003294,,True,True,,True,,,True,True,,,True,
PATT0003295,,True,True,,True,,,True,True,,,,True
PATT0003296,,True,True,,True,,,True,,True,True,,
PATT0003297,,True,True,,True,,,True,,True,,True,
PATT0003298,,True,True,,True,,,True,,True,,,True
PATT0003299,,True,True,,True,,,True,,,True,True,
PATT0003300,,True,True,,True,,,True,,,True,,True
PATT0003301,,True,True,,True,,,True,,,,True,True
PATT0003302,,True,True,,True,,,,True,True,True,,
PATT0003303,,True,True,,True,,,,True,True,,True,
PATT0003304,,True,True,,True,,,,True,True,,,True
PATT0003305,,True,True,,True,,,,True,,True,True,
PATT0003306,,True,True,,True,,,,True,,True,,True
PATT0003307,,True,True,,True,,,,True,,,True,True
PATT0003308,,True,True,,True,,,,,True,True,True,
PATT0003309,,True,True,,True,,,,,True,True,,True
PATT0003310,,True,True,,True,,,,,True,,True,True
PATT0003311,,True,True,,True,,,,,,True,True,True
PATT0003312,,True,True,,,True,True,True,True,,,,
PATT0003313,,True,True,,,True,True,True,,True,,,
PATT0003314,,True,True,,,True,True,True,,,True,,
PATT0003315,,True,True,,,True,True,True,,,,True,
PATT0003316,,True,True,,,True,True,True,,,,,True
PATT0003317,,True,True,,,True,True,,True,True,,,
PATT0003318,,True,True,,,True,True,,True,,True,,
PATT0003319,,True,True,,,True,True,,True,,,True,
PATT0003320,,True,True,,,True,True,,True,,,,True
PATT0003321,,True,True,,,True,True,,,True,True,,
PATT0003322,,True,True,,,True,True,,,True,,True,
PATT0003323,,True,True,,,True,True,,,True,,,True
PATT0003324,,True,True,,,True,True,,,,True,True,
PATT0003325,,True,True,,,True,True,,,,True,,True
PATT0003326,,True,True,,,True,True,,,,,True,True
PATT0003327,,True,True,,,True,,True,True,True,,,
PATT0003328,,True,True,,,True,,True,True,,True,,
PATT0003329,,True,True,,,True,,True,True,,,True,
PATT0003330,,True,True,,,True,,True,True,,,,True
PATT0003331,,True,True,,,True,,True,,True,True,,
PATT0003332,,True,True,,,True,,True,,True,,True,
PATT0003333,,True,True,,,True,,True,,True,,,True
PATT0003334,,True,True,,,True,,True,,,True,True,
