id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price
35738,des moines,2018,nissan,good,4 cylinders,,68229,clean,manual,fwd,compact,sedan,white,ia,8268.964100793632
35739,central NJ,2014,honda,excellent,4 cylinders,gas,100627,clean,automatic,fwd,compact,sedan,blue,nj,8006.181250881813
35740,tulsa,2000,ram,excellent,8 cylinders,diesel,120557,clean,manual,4wd,full-size,truck,silver,ok,19541.9638679982
35741,los angeles,1974,CHEVROLET,good,4 cylinders,,106040,clean,manual,fwd,full-size,truck,blue,ca,7953.565999928589
35742,cincinnati,2011,ford,excellent,4 cylinders,gas,84918,clean,automatic,fwd,full-size,sedan,white,,11053.407798535773
35743,rapid city / west SD,2003,jeep,good,8 cylinders,gas,283196,clean,manual,4wd,mid-size,SUV,silver,sd,4359.75020173133
35744,rochester,2018,jeep,excellent,6 cylinders,gas,131909,rebuilt,automatic,fwd,full-size,SUV,blue,ny,11027.907828758713
35745,toledo,2006,buick,fair,4 cylinders,gas,143959,parts only,automatic,fwd,mid-size,sedan,silver,oh,4100.17094147373
35746,north jersey,2013,ram,excellent,8 cylinders,diesel,110726,clean,automatic,4wd,full-size,pickup,black,nj,24336.76284117016
35747,worcester / central MA,2011,audi,excellent,6 cylinders,gas,61308,salvage,automatic,4wd,mid-size,SUV,black,ma,20458.052648942696
35748,dallas / fort worth,2012,honda,excellent,6 cylinders,gas,89219,clean,automatic,fwd,full-size,van,blue,tx,10581.013706592528
35749,modesto,2019,toyota,like new,6 cylinders,gas,95295,clean,automatic,4wd,mid-size,SUV,black,ca,16061.947660652193
35750,wichita,2006,cadillac,good,8 cylinders,gas,148611,clean,automatic,fwd,full-size,sedan,black,ks,5848.183297933607
35751,huntsville / decatur,2010,ford,like new,6 cylinders,gas,217998,clean,automatic,fwd,full-size,sedan,silver,al,5515.921746715751
35752,memphis,1993,ram,excellent,8 cylinders,gas,121163,clean,automatic,4wd,full-size,truck,silver,tn,14388.187406511272
35753,raleigh / durham / CH,2016,chevrolet,excellent,6 cylinders,gas,28712,clean,automatic,rwd,full-size,coupe,black,,20405.1568418551
35754,indianapolis,2006,honda,good,6 cylinders,gas,176611,clean,manual,fwd,compact,sedan,silver,in,3772.0725355356803
35755,orlando,2011,audi,good,4 cylinders,gas,168585,,automatic,fwd,full-size,,grey,fl,7635.805679194257
35756,rochester,2008,chevrolet,excellent,8 cylinders,gas,92548,clean,automatic,4wd,full-size,pickup,blue,ny,17834.343564789564
35757,albuquerque,2014,ford,like new,6 cylinders,gas,48479,clean,automatic,fwd,full-size,SUV,white,nm,16147.087269963818
35758,cedar rapids,2017,ram,excellent,8 cylinders,diesel,43133,clean,manual,4wd,full-size,truck,silver,,31720.43161500345
35759,medford-ashland,2010,ford,excellent,8 cylinders,diesel,124679,clean,automatic,rwd,full-size,truck,silver,,17859.595025096904
35760,dayton / springfield,2001,chrysler,excellent,6 cylinders,gas,153353,clean,automatic,rwd,mid-size,coupe,silver,oh,7509.278112677609
35761,fort collins / north CO,1993,buick,fair,6 cylinders,gas,176555,clean,manual,fwd,mid-size,sedan,white,co,3643.2484104957957
35762,bellingham,2009,toyota,excellent,6 cylinders,gas,176914,rebuilt,automatic,fwd,mid-size,coupe,red,,6946.724966439637
35763,richmond,2017,ford,like new,6 cylinders,diesel,4042,clean,automatic,4wd,full-size,truck,blue,va,40549.49341308762
35764,columbia,2007,FORD,fair,8 cylinders,gas,274927,clean,automatic,fwd,full-size,truck,silver,sc,3379.104344967589
35765,columbia,2013,ram,excellent,6 cylinders,diesel,158944,clean,manual,4wd,mid-size,pickup,black,sc,19816.36902691592
35766,western slope,2007,nissan,good,8 cylinders,,120100,lien,manual,fwd,full-size,SUV,black,co,7662.819894316019
35767,morgantown,2011,ford,excellent,6 cylinders,,150032,clean,automatic,rwd,mid-size,sedan,black,wv,10441.536026155274
35768,phoenix,2005,chevrolet,excellent,6 cylinders,gas,139454,clean,automatic,rwd,mid-size,sedan,red,az,9456.335242814055
35769,"st louis, MO",2006,jeep,excellent,6 cylinders,gas,118736,clean,automatic,4wd,full-size,SUV,black,mo,12792.313341772473
35770,santa barbara,1990,bmw,fair,8 cylinders,gas,82080,clean,automatic,fwd,mid-size,sedan,black,ca,5114.214689703468
35771,reno / tahoe,2012,volkswagen,good,4 cylinders,gas,91419,clean,automatic,fwd,full-size,sedan,black,ca,6487.38457612368
35772,rochester,2001,jeep,good,8 cylinders,gas,106577,clean,manual,4wd,full-size,SUV,blue,ny,10240.961573124394
35773,redding,2012,volkswagen,excellent,4 cylinders,gas,111182,salvage,automatic,fwd,mid-size,sedan,black,ca,7258.504357200566
35774,sacramento,2014,kia,excellent,4 cylinders,,171711,salvage,automatic,fwd,full-size,sedan,black,,6550.587699709453
35775,tampa bay area,2013,bmw,excellent,6 cylinders,gas,104836,rebuilt,automatic,fwd,mid-size,sedan,black,fl,9994.061179362761
35776,hickory / lenoir,2013,chevrolet,excellent,8 cylinders,gas,125551,clean,automatic,4wd,full-size,truck,silver,nc,15069.697667431356
35777,baltimore,2018,ford,like new,4 cylinders,gas,6637,clean,automatic,fwd,full-size,sedan,black,,16266.192004246117
35778,south bend / michiana,2009,MERCURY,good,4 cylinders,gas,35848,clean,manual,fwd,full-size,coupe,black,in,7940.096432431784
35779,los angeles,1994,bmw,excellent,6 cylinders,gas,134082,clean,manual,rwd,mid-size,coupe,red,ca,8836.178365317144
35780,omaha / council bluffs,2015,chevrolet,excellent,4 cylinders,gas,63164,rebuilt,automatic,4wd,mid-size,SUV,black,ia,21550.113572688035
35781,bend,1998,ram,good,6 cylinders,gas,194072,clean,automatic,4wd,full-size,truck,silver,or,9031.495048748146
35782,san antonio,1988,bmw,like new,6 cylinders,gas,101453,clean,automatic,fwd,full-size,coupe,blue,tx,8868.980556203065
35783,orange county,2018,BMW,excellent,6 cylinders,,71701,clean,automatic,4wd,mid-size,SUV,black,ca,18066.25458570423
35784,bakersfield,1965,bmw,good,4 cylinders,gas,97204,clean,other,fwd,mid-size,sedan,silver,,4654.2217043743585
35785,spokane / coeur d'alene,2012,ford,excellent,4 cylinders,,107053,,automatic,fwd,mid-size,,white,id,12253.98222467004
35786,wausau,1999,nissan,good,4 cylinders,gas,204418,rebuilt,manual,fwd,mid-size,SUV,silver,wi,4603.669508017218
35787,lincoln,2013,toyota,like new,4 cylinders,gas,210433,clean,automatic,4wd,mid-size,SUV,blue,ne,9553.637162587274
35788,dallas / fort worth,2001,ford,excellent,6 cylinders,diesel,116819,clean,automatic,rwd,full-size,truck,black,tx,18949.77516743839
35789,san antonio,1983,bmw,fair,6 cylinders,gas,83382,clean,manual,rwd,mid-size,convertible,black,tx,7536.964754139906
35790,stockton,2011,chevrolet,like new,8 cylinders,gas,82325,clean,automatic,fwd,full-size,truck,black,ca,14763.971522136279
35791,pueblo,1988,buick,fair,6 cylinders,gas,131969,clean,manual,rwd,mid-size,coupe,green,co,4582.067578298078
35792,inland empire,2011,gmc,excellent,8 cylinders,diesel,26693,clean,automatic,4wd,full-size,truck,blue,ca,30464.358135113787
35793,las vegas,2009,bmw,good,6 cylinders,gas,129261,clean,automatic,rwd,mid-size,sedan,black,nv,8274.180312534401
35794,prescott,2011,mini,excellent,4 cylinders,gas,126008,clean,automatic,fwd,mid-size,convertible,black,az,8794.050822369181
35795,albany,2014,jeep,excellent,8 cylinders,gas,98796,clean,automatic,4wd,full-size,SUV,black,ny,14616.069235412748
35796,flint,2013,ford,good,6 cylinders,gas,151612,clean,automatic,4wd,full-size,truck,red,mi,10837.451992983613
35797,kennewick-pasco-richland,2006,chrysler,excellent,4 cylinders,gas,138611,clean,automatic,fwd,mid-size,wagon,green,wa,5319.315715334975
35798,dayton / springfield,2011,audi,excellent,4 cylinders,gas,37078,clean,manual,fwd,compact,SUV,black,,15155.140760628483
35799,south florida,1995,bmw,excellent,6 cylinders,gas,141497,clean,manual,rwd,full-size,coupe,silver,fl,8612.80127525799
35800,rochester,2013,jeep,like new,6 cylinders,gas,112502,clean,automatic,4wd,full-size,SUV,silver,ny,13527.799836496839
35801,bend,2014,CHEVROLET,good,6 cylinders,gas,93859,clean,automatic,fwd,mid-size,van,grey,or,9936.596010895664
35802,greensboro,2016,subaru,excellent,6 cylinders,gas,182995,clean,manual,4wd,mid-size,SUV,black,nc,11675.553190145816
35803,boise,2003,ram,excellent,6 cylinders,gas,127864,clean,automatic,4wd,full-size,truck,black,id,16859.803720687094
35804,jacksonville,2001,SATURN,excellent,4 cylinders,gas,99416,clean,manual,fwd,compact,hatchback,brown,fl,6028.59323217754
35805,portland,2002,ford,excellent,6 cylinders,gas,156907,clean,automatic,fwd,full-size,sedan,silver,or,6411.309502586801
35806,kennewick-pasco-richland,2005,ford,excellent,8 cylinders,gas,182976,clean,manual,4wd,full-size,SUV,green,wa,7701.578987302158
35807,rhode island,2003,toyota,excellent,6 cylinders,gas,189596,clean,automatic,fwd,full-size,SUV,blue,ri,6539.451416200436
35808,lafayette,2005,saturn,fair,4 cylinders,gas,148236,clean,manual,fwd,compact,coupe,green,la,3081.031198078187
35809,peoria,2009,ford,excellent,6 cylinders,,214503,rebuilt,automatic,4wd,full-size,SUV,grey,,10413.516721726934
35810,northern panhandle,2013,JEEP,excellent,6 cylinders,gas,98883,clean,manual,4wd,mid-size,offroad,black,wv,15227.281280364266
35811,anchorage / mat-su,2018,jeep,excellent,6 cylinders,diesel,42707,clean,automatic,4wd,full-size,truck,black,,30042.353866792746
35812,buffalo,1987,chevrolet,good,8 cylinders,gas,62537,clean,automatic,rwd,full-size,coupe,blue,ny,11143.275915763663
35813,rhode island,2013,honda,excellent,6 cylinders,gas,113330,clean,automatic,fwd,mid-size,sedan,silver,ri,7333.076977168743
35814,rhode island,2005,ford,excellent,6 cylinders,gas,85304,clean,automatic,4wd,full-size,SUV,black,ri,15662.259320000743
35815,modesto,2009,bmw,excellent,6 cylinders,gas,134687,clean,automatic,4wd,full-size,SUV,black,,12241.302485087606
35816,north jersey,2014,chevrolet,like new,8 cylinders,gas,137009,clean,automatic,4wd,full-size,pickup,green,nj,12479.376248587005
35817,albany,1972,ford,good,6 cylinders,gas,105107,clean,manual,rwd,full-size,van,white,ny,8755.928531511165
35818,yakima,2011,chrysler,excellent,6 cylinders,gas,73035,clean,automatic,fwd,mid-size,mini-van,white,wa,9615.786178073065
35819,san diego,2010,ram,excellent,6 cylinders,diesel,67440,clean,automatic,rwd,full-size,truck,black,ca,28830.722131513372
35820,philadelphia,1996,ford,fair,4 cylinders,gas,33534,clean,manual,fwd,mid-size,wagon,silver,pa,7100.88017335835
35821,el paso,1990,ram,excellent,6 cylinders,gas,100179,clean,automatic,4wd,mid-size,truck,black,tx,17146.59170290038
35822,hanford-corcoran,2014,bmw,excellent,4 cylinders,gas,101367,clean,automatic,fwd,compact,sedan,black,,8529.932355485389
35823,boise,2018,buick,excellent,4 cylinders,gas,96189,clean,automatic,fwd,mid-size,sedan,blue,id,10017.573799399335
35824,albany,2014,honda,good,4 cylinders,gas,156936,missing,other,fwd,compact,hatchback,blue,ny,5323.069727972758
35825,fargo / moorhead,1990,FORD,excellent,6 cylinders,gas,43648,rebuilt,manual,rwd,full-size,truck,black,mn,19588.42397508248
35826,erie,1994,bmw,excellent,6 cylinders,gas,111894,clean,manual,rwd,sub-compact,coupe,red,pa,8950.981473074498
35827,upper peninsula,2012,bmw,excellent,6 cylinders,gas,154357,clean,automatic,fwd,mid-size,sedan,silver,mi,6669.124648466701
35828,western massachusetts,2011,FORD,excellent,6 cylinders,gas,68591,clean,automatic,4wd,full-size,SUV,white,,18915.183379215832
35829,grand rapids,2016,jeep,excellent,8 cylinders,gas,107689,rebuilt,automatic,4wd,mid-size,SUV,black,mi,15918.77236092536
35830,chicago,2003,bmw,excellent,6 cylinders,gas,105193,clean,automatic,fwd,mid-size,coupe,silver,il,8567.620302337966
35831,rockford,2004,ram,fair,6 cylinders,gas,153052,clean,automatic,4wd,full-size,truck,black,il,9713.288962373355
35832,lexington,1991,bmw,excellent,8 cylinders,gas,101203,clean,manual,rwd,mid-size,coupe,black,ky,10584.99346597019
35833,sheboygan,1963,gmc,excellent,6 cylinders,,105095,clean,automatic,4wd,full-size,truck,red,wi,10323.220008602777
35834,scranton / wilkes-barre,2014,ram,excellent,6 cylinders,gas,72217,clean,automatic,4wd,full-size,pickup,red,pa,20874.894345791574
35835,ft myers / SW florida,2014,hyundai,like new,6 cylinders,gas,116266,clean,manual,fwd,mid-size,sedan,black,fl,7100.322981031358
35836,"st louis, MO",2001,chevrolet,like new,8 cylinders,gas,120228,clean,automatic,4wd,full-size,truck,silver,mo,14602.29681158725
35837,lehigh valley,2002,chrysler,good,6 cylinders,gas,166407,rebuilt,automatic,fwd,full-size,coupe,custom,pa,5147.725031979244
35838,erie,2009,bmw,excellent,6 cylinders,gas,176291,clean,manual,rwd,full-size,sedan,red,pa,7410.820087735225
35839,pittsburgh,2008,jeep,like new,4 cylinders,gas,57002,rebuilt,automatic,4wd,full-size,SUV,silver,pa,18418.960314304386
35840,grand rapids,1988,bmw,excellent,6 cylinders,gas,69014,clean,manual,rwd,compact,sedan,black,mi,9904.983218984977
35841,hartford,2011,volkswagen,like new,4 cylinders,gas,103686,clean,manual,fwd,compact,sedan,black,ct,7096.356055442328
35842,detroit metro,2015,bmw,excellent,6 cylinders,gas,54693,clean,automatic,4wd,mid-size,SUV,black,mi,18419.274624668626
35843,fort wayne,2015,bmw,excellent,4 cylinders,gas,18011,rebuilt,automatic,fwd,mid-size,sedan,silver,in,13850.154360757959
35844,omaha / council bluffs,2018,buick,excellent,4 cylinders,gas,72182,clean,automatic,fwd,mid-size,SUV,blue,ia,12988.730539276863
35845,cedar rapids,2004,ram,excellent,8 cylinders,diesel,152394,clean,automatic,4wd,full-size,pickup,black,,18775.89752175228
35846,syracuse,2015,ford,like new,4 cylinders,,63363,rebuilt,automatic,fwd,mid-size,sedan,red,ny,13021.93649204545
35847,ventura county,2014,acura,excellent,4 cylinders,gas,136399,clean,automatic,fwd,mid-size,sedan,orange,ca,6133.363317243864
35848,charlotte,2016,nissan,excellent,4 cylinders,gas,148723,clean,automatic,fwd,compact,sedan,blue,nc,6773.739111516616
35849,toledo,2013,chevrolet,like new,8 cylinders,diesel,83177,clean,automatic,4wd,full-size,SUV,black,oh,23176.021920785475
35850,nashville,1997,ram,fair,6 cylinders,gas,105071,missing,automatic,4wd,full-size,pickup,green,,8125.272341259517
35851,denver,2012,chevrolet,excellent,8 cylinders,diesel,43588,clean,automatic,4wd,full-size,pickup,white,co,31035.30454086752
35852,salt lake city,2014,jeep,excellent,6 cylinders,diesel,9681,clean,automatic,4wd,full-size,SUV,black,ut,28855.170419649272
35853,colorado springs,2011,jeep,fair,6 cylinders,gas,164549,clean,automatic,fwd,mid-size,SUV,silver,co,4707.852439935299
35854,"washington, DC",2014,honda,excellent,6 cylinders,gas,109607,rebuilt,automatic,fwd,compact,sedan,black,dc,8209.668094481889
35855,"kansas city, MO",2004,mercury,fair,6 cylinders,gas,306755,clean,automatic,fwd,full-size,SUV,black,mo,1942.9813276934196
35856,atlanta,2012,pontiac,good,8 cylinders,gas,134257,clean,manual,fwd,mid-size,coupe,silver,ga,5571.731814796647
35857,eastern CT,2005,toyota,good,4 cylinders,gas,130982,clean,automatic,fwd,full-size,sedan,green,ct,4623.272407585052
35858,augusta,1996,jeep,excellent,6 cylinders,gas,144173,clean,automatic,4wd,full-size,SUV,black,,10504.84558539374
35859,treasure coast,2012,FORD,good,8 cylinders,gas,31598,clean,automatic,rwd,full-size,truck,black,fl,18285.848578707628
35860,sacramento,2007,ford,good,6 cylinders,gas,178050,clean,automatic,fwd,full-size,van,black,ca,6339.626428272906
35861,colorado springs,2013,mazda,excellent,4 cylinders,gas,194956,clean,automatic,fwd,mid-size,sedan,grey,co,5653.722070024669
35862,fresno / madera,2010,kia,excellent,6 cylinders,gas,77792,clean,automatic,fwd,full-size,sedan,white,ca,10000.919480724931
35863,boise,2010,jeep,excellent,6 cylinders,gas,145157,clean,automatic,fwd,mid-size,SUV,white,id,9198.226998660755
35864,rhode island,2004,BMW,excellent,6 cylinders,gas,158068,clean,automatic,rwd,full-size,convertible,black,ri,10384.44545688182
35865,denver,2011,ram,excellent,6 cylinders,diesel,112541,clean,manual,4wd,full-size,pickup,black,co,23688.785714168574
35866,albany,2013,bmw,excellent,6 cylinders,,124629,clean,automatic,4wd,mid-size,sedan,silver,,10863.57143054666
35867,duluth / superior,2007,ford,good,8 cylinders,gas,139605,clean,automatic,4wd,full-size,pickup,blue,mn,11404.930011495455
35868,tampa bay area,2006,ford,good,6 cylinders,gas,86192,clean,automatic,rwd,mid-size,coupe,green,fl,9184.465256975082
35869,central NJ,2007,jeep,excellent,6 cylinders,diesel,169263,clean,automatic,4wd,full-size,truck,silver,,14516.33552318535
35870,ocala,1987,bmw,excellent,6 cylinders,,71830,rebuilt,automatic,rwd,mid-size,sedan,black,fl,12391.44682226104
35871,utica-rome-oneida,1997,ford,good,6 cylinders,gas,137147,clean,manual,fwd,full-size,truck,white,ny,8279.570093459744
35872,wausau,2006,ford,good,8 cylinders,diesel,150191,clean,automatic,rwd,full-size,pickup,black,wi,12999.460607665338
35873,richmond,2010,chevrolet,good,4 cylinders,,113141,clean,manual,fwd,mid-size,sedan,black,va,7590.6710209197245
35874,philadelphia,2015,toyota,like new,4 cylinders,hybrid,115075,clean,automatic,fwd,compact,sedan,silver,pa,7754.662926290162
35875,san luis obispo,2020,ｃｈｅｖｒｏｌｅｔ,good,4 cylinders,gas,12901,rebuilt,automatic,fwd,full-size,sedan,black,ca,13995.541917479903
35876,cleveland,2011,volkswagen,excellent,4 cylinders,gas,42850,clean,automatic,fwd,mid-size,sedan,black,oh,9906.926492950246
35877,medford-ashland,1992,chevrolet,good,8 cylinders,diesel,146875,clean,automatic,4wd,full-size,truck,blue,or,13477.032873677817
35878,wichita,2018,chevrolet,like new,8 cylinders,gas,25549,rebuilt,automatic,rwd,full-size,coupe,orange,ks,21451.203528201808
35879,central NJ,2011,ford,good,6 cylinders,gas,100464,clean,automatic,rwd,full-size,pickup,white,nj,14070.141114071967
35880,syracuse,2013,jeep,excellent,6 cylinders,gas,102101,clean,automatic,4wd,mid-size,pickup,white,ny,17540.239745172556
35881,fargo / moorhead,2009,toyota,like new,6 cylinders,gas,143068,clean,manual,fwd,full-size,sedan,black,mn,7208.4169055883885
35882,central NJ,2017,ｆｏｒｄ,excellent,4 cylinders,gas,209369,clean,automatic,fwd,full-size,SUV,black,nj,7392.964116928865
35883,wichita,2008,honda,excellent,4 cylinders,gas,146789,clean,manual,fwd,mid-size,sedan,green,ks,5111.745836748326
35884,scranton / wilkes-barre,2011,nissan,excellent,4 cylinders,gas,110223,clean,automatic,fwd,compact,sedan,black,pa,7478.6589565879685
35885,phoenix,1970,ford,excellent,8 cylinders,gas,118470,clean,automatic,rwd,full-size,pickup,silver,az,9580.269765167004
35886,ventura county,1999,toyota,excellent,6 cylinders,gas,157280,clean,automatic,rwd,mid-size,coupe,blue,ca,9156.378819629148
35887,orlando,2011,chevrolet,excellent,4 cylinders,gas,48436,clean,automatic,fwd,full-size,sedan,black,fl,12410.901676535015
35888,houston,2013,ford,excellent,4 cylinders,gas,288262,clean,automatic,4wd,full-size,truck,silver,tx,7479.461897206489
